name,lat,long
SD Negeri SSN Cideng 02 Pagi,-6.1723326499999995,106.8099445
SD Negeri Kartini 01 Pagi,-6.150624181398396,106.83174875241087
SD Kepodang,-6.201116618323436,106.83264404859533
SMA Sunda Kelapa,-6.200995843398493,106.83227551117521
Sekolah Menengah Ilmu Pariwisata Jaya Wisata,-6.20108018829464,106.83250517894847
SMP Paskalis 1,-6.1782974054902535,106.84829015854338
SMP Negeri 77 Jakarta,-6.174755215813779,106.86686644889538
SD Negeri Kramat 05 Pagi,-6.179083504451283,106.84581002758657
SD Negeri Petojo selatan 01,-6.179712353912214,106.81535405524933
SMP Negeri 94 Jakarta,-6.179696520831798,106.8146325876808
SD Negeri Sumur Batu 10 Pagi,-6.158524950000001,106.86720170000001
SD Negeri Sumur Batu 04,-6.1587621660758805,106.86702338806974
SD Negeri Sumur Batu 06,-6.158105491471731,106.86678203541894
SD Negeri Sumur Batu 08,-6.1581379049011025,106.86728066055073
SMP Negeri 10 Jakarta,-6.1634999,106.86460049999998
SMP Negeri 228 Jakarta,-6.160799796394633,106.86584647706877
SD Negeri Johar Baru 10,-6.181547934479272,106.86024440200713
SMK Negeri 14 Jakarta,-6.185869755396993,106.85684723882983
SMP 1908,-6.19497145,106.80707085
"SD Negeri Kebon Kosong 02, 04",-6.15431445,106.85909229999999
SMP Negeri 79 Jakarta,-6.156263478889992,106.85642829832598
SMK Negeri 21 Jakarta,-6.158547885449695,106.8547347569798
SD Negeri Kebon Kosong 01 Pagi,-6.156454210495258,106.85628891052652
SD Negeri Kebon Kosong 09 Pagi,-6.1600068230771425,106.85418234346383
SD Negeri Harapan Mulya 01-02,-6.1672167,106.8557974
SMP Negeri 78 Jakarta,-6.173338899999999,106.8528597
SMK Poncol Kemayoran,-6.16425289801484,106.86920706044404
SMK Swasta Kampung Jawa,-6.1864506,106.85695289999998
SMP Negeri 183 Jakarta,-6.1670134650582655,106.86013859076186
SD Negeri Cempaka Baru 03 Pagi,-6.169416342952624,106.86536611312731
SD Negeri Cempaka Baru 09,-6.165229645603979,106.85802225437111
SMK Negeri 44 Jakarta,-6.167971988369912,106.8636133135421
SMP Negeri 119 Jakarta,-6.16829958793847,106.86344342197671
SMK Muhammadiyah 5,-6.215511209010785,106.8112904145523
SD Negeri 12 Bendungan Hilir,-6.214583868117668,106.81102560669326
"SD Negeri 01, 02, dan 03 Bendungan Hilir",-6.207483513304203,106.8087580607062
SD Islam Al Abrar,-6.206170875101199,106.81020500058773
SD Negeri Mangga Dua Selatan 05 Pagi,-6.146017601452244,106.82731546494078
SD Negeri Serdang 13 Pagi,-6.159183752755025,106.86473496276476
SMP-SMA Pergunas 1,-6.16960605,106.862302
KB-TK-SD-SMP-SMA Kristen Kalam Kudus,-6.142901302386088,106.82124339985012
Pondok Pesantren al-Hamid,-6.350163349725724,106.90092185657848
SMA Negeri 34 Jakarta,-6.313294690524573,106.7949310187329
SMP Negeri 85 Jakarta Selatan,-6.312598731689731,106.79498607878269
SD Negeri Rawa Bunga 01 dan 03 Pagi,-6.216220020598129,106.87201214913905
SD Negeri Pinang Ranti 05 Pagi,-6.287658726005278,106.88195473306662
SD Negeri Pinang Ranti 04 Pagi,-6.287909500000003,106.88150930000003
SMA Negeri 48 Jakarta,-6.287354972156879,106.88282771084711
SMP Negeri 287,-6.2828236341154176,106.88084884975346
Pesantren Tsaqofah Islamiyah,-6.313397002173772,106.88890241007007
SD Negeri Balimester 06,-6.222425117438712,106.86666053889253
SD Kartika VIII-4,-6.20800676058079,106.85578219314664
SD Negeri Kebon Manggis 11 Pagi - 12 Petang,-6.208504373445223,106.85185898309311
SMP Kartika XI-3/VII-3 Jakarta,-6.207068361141794,106.85546922869558
SD Negeri 01 Makasar,-6.275265149723616,106.87627607511686
SD Negeri 02 Makasar,-6.275075144908844,106.8760230936187
SD Negeri Makasar 03 Pagi & 04 Petang,-6.275355686698571,106.87596516409862
SD Negeri Makasar 08 & 09 Pagi,-6.271604862465111,106.87545065363595
Yayasan Pendidikan Syuhada,-6.267419879376874,106.86161184222362
SDSN 01 Cililitan Pagi,-6.268367303678248,106.86355370815197
SD Negeri Cililitan 03 Pagi,-6.26526757264568,106.85475231086943
Ibtidaiyah Al Munir,-6.268928025268231,106.87488075615578
SMP dan SMA Yamas,-6.280304292363236,106.87854019401043
SMP Negeri 222 Jakarta,-6.308938101666786,106.89158507668292
Yayasan Pendidikan PNIEL,-6.3086132256610945,106.89115461777928
SD Negeri Setu 01 Pagi Dan 02 Pagi,-6.3076847738825785,106.91824935531747
SDIT Nurul Hikmah,-6.205693180878481,106.85890190115491
SMK Budi Murni 5,-6.330577111373307,106.89545455401587
"TK,SD,SMP,SMA Katholik Nusa Melati",-6.323448734110055,106.90627512618995
SD Negeri Cipayung 03 Pagi,-6.33398045616726,106.89185317452925
SMA Negeri 64 Jakarta,-6.330631900695365,106.89054000621695
SD Swasta Budi Murni I,-6.331101127843849,106.89516668092858
"SD Negeri Kayu Manis 1,2,3,4",-6.201515859983855,106.86149040548942
Perguruan Muhammadiyah/Aisyah Matraman,-6.208416674962927,106.86306674902713
SD Negeri Jati 06 Jakarta,-6.199999111822019,106.90044986677641
SD Negeri Jati 05 Jakarta,-6.199372187644688,106.89996616614667
MTs Negeri 30 Jakarta,-6.351476025712932,106.89485341073764
"TK, SD, SMP, SMA, SMK Cahaya Sakti",-6.225457302848391,106.86866791044292
"SD-SMP-SMA Kristen ""Berkat""",-6.221208673334355,106.86894208872363
"MTs, MK, SMK Yayasan Al Fathiyah",-6.278833689538377,106.85351483053562
MI Al Abror,-6.282772299420774,106.87747799735602
SD Islam Mambaul Ulum,-6.257174170875571,106.86113934110405
SD 04 & SD 14,-6.2505446,106.86801734999999
SD Negeri Balimester 01,-6.2147985,106.86370790000002
